input,input_size,encoder,level,bias,compressed_size
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,0,0.5,3174226
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,0,0.05,2908830
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,0,0.05,2911373
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,1,1.0,4762821
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,1,1.0,4764918
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,1,0.5,3383738
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,1,0.5,3273979
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,1,0.05,2982288
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,1,0.05,2983326
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,2,1.0,4247671
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,2,1.0,4243956
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,2,0.5,2959503
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,2,0.5,2875234
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,2,0.05,2651281
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,2,0.05,2651339
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,3,1.0,4037119
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,3,1.0,4038102
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,3,0.5,2814811
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,3,0.5,2741913
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,3,0.05,2529040
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,3,0.05,2529490
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,4,1.0,3860773
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,4,1.0,3858342
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,4,0.5,2695394
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,4,0.5,2631210
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,4,0.05,2417313
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,4,0.05,2416208
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,5,1.0,3655057
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,5,1.0,3652430
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,5,0.5,2552621
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,5,0.5,2552630
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,5,0.05,2299505
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,5,0.05,2299126
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,6,1.0,3512563
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,6,1.0,3510732
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,6,0.5,2303598
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,6,0.5,2303689
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,6,0.05,2109665
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,6,0.05,2108502
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,7,1.0,2989129
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,7,1.0,2989236
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,7,0.5,1913331
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,7,0.5,1913387
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,7,0.05,1727887
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,7,0.05,1728083
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,8,1.0,2775154
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,8,1.0,2777171
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,8,0.5,1814264
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,8,0.5,1815482
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,8,0.05,1599569
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,8,0.05,1600604
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,9,1.0,2721935
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,9,1.0,2725710
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,9,0.5,1739655
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,9,0.5,1742606
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,9,0.05,1530323
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,9,0.05,1532435
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,10,1.0,2697912
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,10,1.0,2702886
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,10,0.5,1700410
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,10,0.5,1703895
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,cpp,10,0.05,1488894
"/tmp/skanda-public-corpus-silesia/corpora/silesia/nci",33553445,go,10,0.05,1492769
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,0,1.0,4236902
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,0,1.0,4239180
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,0,0.5,4089551
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,0,0.5,3543877
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,0,0.05,3496196
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,0,0.05,3497777
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,1,1.0,3671475
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,1,1.0,3672801
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,1,0.5,3559859
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,1,0.5,3184419
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,1,0.05,3119276
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,1,0.05,3120066
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,2,1.0,3387036
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,2,1.0,3387008
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,2,0.5,3264698
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,2,0.5,2984950
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,2,0.05,2917945
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,2,0.05,2917813
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,cpp,3,1.0,3315774
"/tmp/skanda-public-corpus-silesia/corpora/silesia/ooffice",6152192,go,3,1.0,3315779
